PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
388,0,2,"Buss, Miss. Kate",female,36.0,0,0,27849,13.0,nan,S
714,0,3,"Larsson, Mr. August Viktor",male,29.0,0,0,7545,9.4833,?,S
752,0,3,"Vande Velde, Mr. Johannes Joseph",male,33.0,0,0,345780,9.5,NaN,S
795,0,3,"Dantcheff, Mr. Riste",male,25.0,0,0,349203,7.8958,NaN,S
763,1,3,"Barah, Mr. Hanna Assi",male,20.0,0,0,2663,7.2292,None,C
900,1,1,"Stengel, Mr. Charles Emil Henry",male,54.0,1,0,11778,55.9,B26,S
333,0,3,"Vander Planke, Mr. Leo Edmondus",male,16.0,2,0,345764,18.0,NaN,S
287,0,3,"de Pelsmaeker, Mr. Alfons",male,16.0,0,0,345778,9.5,NaN,S
837,0,3,"Sirota, Mr. Maurice",male,19.0,0,0,392092,8.05,nan,S
145,0,2,"Andrew, Mr. Edgardo Samuel Miles",male,18.0,0,0,P/PP 3381,24.0,NaN,C
158,0,3,"Cacic, Mr. Jego Grga",male,18.0,0,0,315087,8.6625,NaN,S
18,1,2,"Williams, Mr. Charles Eugene",male,0.83,0,2,244373,13.0,NaN,S
661,1,1,"Frauenthal, Dr. Henry William",male,50.0,2,0,PC 17611,133.65,NaN,S
680,0,3,"Goodwin, Mr. Charles Edward",male,14.0,5,2,CA 2144,46.9,NaN,S
769,0,3,"Moran, Mr. James",male,28.0,1,0,371110,24.15,NaN,Q
467,0,2,"Campbell, Mr. William",male,28.0,0,0,239853,0.0,,S
634,0,1,"Parr, Mr. William Henry Marsh",male,27.0,0,0,112052,0.0,B42,S
685,0,2,"Laroche, Mrs. Joseph (Juliette Marie Louise Lafargue)",female,22.0,1,2,SC/Paris 2123,41.5792,NA,C
247,0,2,"Hampe, Mr. William George",male,34.0,0,0,237735,15.0458,,C
219,0,1,"Bazzani, Miss. Albina",female,32.0,0,0,PC 17485,56.9292,E36,C
736,0,3,"Ford, Miss. Doolina Margaret ""Daisy""",female,21.0,4,1,W./C. 6608,34.375,NaN,S
775,0,3,"Jacobsohn, Mr. Sidney Samuel",male,42.0,1,0,"347 Jacobsohn, Mr. Sidney Samuel",7.775,NaN,S
63,0,1,"Harris, Mr. Henry Birkhardt",male,45.0,1,0,36973,83.475,C83,S
347,1,3,"Davison, Mrs. Thomas Henry (Mary E Finck)",female,45.0,1,0,386525,16.1,NaN,S
749,0,3,"Connaghton, Mr. Michael",male,31.0,0,0,335097,7.75,NaN,Q
156,0,3,"Williams, Mr. Charles Eugene",male,51.0,0,0,PC 17597,61.3792,NaN,C
726,0,3,"Oreskovic, Mr. Luka",male,20.0,0,0,315094,8.6625,NaN,S
132,0,3,"Coelho, Mr. Domingos Fernandeo",male,20.0,0,0,SOTON/O.Q. 3101307,7.05,NaN,S
300,1,1,"Baxter, Mr. Quigg Edmond",male,24,0,1,PC 17558,247.5208,B58 B60,C
276,0,2,"Nysveen, Mr. Johan Hansen",male,61.0,0,0,236171,13.0,NaN,S
290,1,1,"Hocking, Miss. Ellen Nellie""",female,20.0,0,0,24160,211.3375,B5,"S"""
305,0,1,"Allison, Mr. Hudson Joshua Creighton",male,30.0,1,2,113781,151.55,C22 C26,S
552,0,2,"Sharp, Mr. Percival James R",male,27.0,0,0,244358,26.0,nan,S
372,0,3,"Wiklund, Mr. Jakob Alfred",male,18.0,1,0,3101267,6.4958,NaN,S
691,1,1,"Dick, Mr. Albert Adrian",male,31.0,1,0,17474,57.0,B20,S
678,0,3,"Ayoub, Miss. Banoura",female,13.0,0,0,2687,7.2292,NaN,C
760,0,3,"Garfirth, Mr. John",male,0.0,0,0,358585,14.5,NaN,S
496,0,3,"Yousseff, Mr. Gerious",male,45.0,0,0,2627,14.4583,NaN,C
529,0,3,"Salonen, Mr. Johan Werner",male,39.0,0,0,3101296,7.925,NaN,S
25,0,3,"Palsson, Miss. Torborg Danira",female,8.0,3,1,349909,21.075,NaN,S
78,0,3,"Moutal, Mr. Rahamin Haim",male,28.0,0,0,C 17369,7.2292,NaN,C
809,0,3,"Slemen, Mr. Richard James",male,28.0,0,0,315098,8.6625,NaN,S
472,0,2,"West, Mr. Edwy Arthur",male,36.0,1,2,C.A. 34651,27.75,NaN,S
600,1,2,"Abelson, Mr. Samuel",male,28.0,1,0,P/PP 3381,24.0,NaN,C
333,0,2,"Knight, Mr. Robert J",male,33.0,0,0,239855,0.0,,S
165,0,3,"Panula, Master. Eino Viljami",male,1.0,4,1,3101295,39.6875,NaN,S
575,0,3,"Rush, Mr. Alfred George John",male,16.0,0,0,A/4. 20589,8.05,nan,S
12,1,1,"Bonnell, Miss. Elizabeth",female,58.0,0,0,113783,26.55,C103,S
398,0,2,"Pain, Dr. Alfred",male,23.0,0,0,244278,10.5,NaN,S
453,0,3,"Moubarek, Master. Halim Gonios (""William George"")",male,4.0,1,1,2661,15.2458,NaN,C
719,0,3,"McEvoy, Mr. Michael",male,32.0,0,0,36568,15.5,NaN,Q
746,0,3,"Johnson, Mr. Malkolm Joackim",male,33.0,0,0,347062,7.775,,S
235,0,3,"Harknett, Miss. Alice Phoebe",female,0.0,0,0,W./C. 6609,7.55,NaN,S
583,0,3,"Dintcheff, Mr. Valtcho",male,43.0,0,0,349226,7.8958,NaN,S
617,0,3,"Danbom, Mr. Ernst Gilbert",male,34.0,1,1,347080,14.4,NaN,S
517,0,3,"Ostby, Mr. Engelhart Cornelius",male,65.0,0,1,2678,15.2458,NaN,C
603,0,3,"Larsson, Mr. Bengt Edvin",male,29.0,0,0,347067,7.775,NaN,S
770,0,3,"Barry, Miss. Julia",female,27.0,0,0,330844,7.775,NaN,Q
169,0,1,"Baumann, Mr. John D",male,60.0,0,0,PC 17318,25.9250,NULL,S
45,0,3,"'Devaney, Miss. Margaret Delia'",female,19.0,0,0,330958,7.8792,NaN,Q
527,0,2,"Ridsdale, Miss. Lucy",female,50.0,0,0,W./C. 14258,10.5,F33,S
142,1,3,"Hakkarainen, Mrs. Pekka Pietari (Elin Matilda Dolck)",female,24.0,1,0,STON/O2. 3101279,15.85,NaN,S
807,0,3,"Andrews, Mr. Thomas Jr",male,39.0,0,0,112050,0.0,A36,S
767,0,3,"Mangan, Miss. Mary",female,30.5,0,0,364850,7.75,NaN,Q
801,0,2,"Ponesell, Mr. Martin",male,34.0,0,0,250647,13.0,NaN,S
222,0,3,"""Green, Mr. George Henry""",male,51.0,0,0,PC 17759,63.3583,D10 D12,C
430,1,3,"Pickard, Mr. Berk (Berk Trembisky)",male,32.0,0,0,SOTON/O.Q. 392078,8.05,NaN,S
643,0,3,"Asim, Mr. Adola",male,35.0,0,0,SOTON/O.Q. 3101310,7.05,NaN,S
413,0,2,"Richards, Master. George Sibley",male,0.83,1,1,29106,18.75,NaN,S
325,0,3,"Sage, Mr. George John Jr",male,20.0,8,2,CA. 2343,69.55,NA,S
593,0,3,"Risien, Mr. Samuel Beard",male,69.0,0,0,364498,14.5,NaN,S
20,1,3,"Masselmani, Mrs. Fatima",female,0.0,0,0,2649,7.225,NaN,C
555,0,3,"Ohman, Miss. Velin",female,22.0,0,0,347085,7.775,NaN,S
620,0,3,"Van Impe, Mr. Jean Baptiste",male,36.0,1,1,345773,24.15,NaN,S
34,0,2,"Wheadon, Mr. Edward H",male,66.0,0,0,C.A. 24579,10.5,NaN,S
95,0,3,"Shorney, Mr. Charles Joseph",male,21.0,0,0,374910,8.05,NaN,S
533,0,3,"Elias, Mr. Dibo",male,22.0,1,0,2690,7.2292,NaN,C
584,0,2,"Harbeck, Mr. William H",male,44.0,0,0,248746,13.0,NaN,S
263,0,1,"Harrison, Mr. William",male,40.0,0,0,112059,0.0,B94,S
213,0,3,"Perkin, Mr. John Henry",male,22.0,0,0,A/5 21174,7.2500,NaN,S
648,0,3,"Cor, Mr. Liudevit",male,19.0,0,0,349231,7.8958,NaN,S
641,0,3,"Jensen, Mr. Hans Peder",male,20.0,0,0,350050,7.8542,NaN,S
220,0,2,"Harris, Mr. Walter",male,30.0,0,0,W/C 14208,10.5,F33,S
358,0,2,"Funk, Miss. Annie Clemmer",female,38.0,0,0,237671,13.0,NaN,S
71,0,2,"Jenkin, Mr. Stephen Curnow",male,32.0,0,0,C.A. 33111,10.5,None,S
563,0,2,"Norman, Mr. Robert Douglas",male,28.0,0,0,218629,13.5,NaN,S
198,0,3,"Olsen, Mr. Karl Siegwart Andreas",male,42.0,0,1,F.C.C. 13528,21.0,NaN,S
204,0,3,"Youseff, Mr. Gerious",male,45.5,0,0,2628,7.225,NaN,C
476,0,1,"Clifford, Mr. George Quincy",male,29.0,0,0,110465,52.0,A14,S
743,1,1,"Ryerson, Miss. Susan Parker ""Suzette""",female,21.0,2,2,PC 17608,262.375,B57 B59 B63 B66,C
376,1,3,"Landergren, Miss. Aurora Adelia",female,22.0,0,0,C 7077,7.25,NaN,S
288,1,2,"Hosono, Mr. Masabumi",Male,42.0,0,0,237798,13.0,NaN,S
50,0,3,"Panula, Master. Juha Niilo",male,7.0,4,1,3101295,39.6875,NaN,S
312,0,2,"Lahtinen, Mrs. William (Anna Sylfven)",female,26.0,1,1,250651,26.0,NaN,S
423,0,3,"Zimmerman, Mr. Leo",male,29.0,0,0,315082,7.875,NaN,S
307,1,1,"Penasco y Castellana, Mr. Victor de Satode",male,18.0,1,0,PC 17758,108.9,C65,C
848,0,3,"Markoff, Mr. Marin",male,35.0,0,0,349213,7.8958,nan,S
817,0,3,"Heininen, Miss. Wendla Maria",female,23.0,0,0,STON/O2. 3101290,7.925,NaN,S
512,1,3,"Webber, Miss. Susan",female,32.0,0,0,2668,22.3583,NaN,C
439,0,3,"Kiernan, Mr. John",male,22.0,1,0,367229,7.75,NaN,Q
141,0,3,"Chip, Mr. Chang",male,32.0,0,0,1601,56.4958,NaN,S
847,0,3,"Sage, Mr. Douglas Bullen",male,22.0,8,2,CA. 2343,69.55,NaN,S
303,0,3,"Johnson, Mr. William Cahoone Jr",male,19.0,0,0,LINE,0.0,NaN,S
6,0,3,"Moran, Mr. James",male,0.42,0,0,330877,8.4583,NaN,Q
636,0,3,"Leinonen, Mr. Antti Gustaf",male,32.0,0,0,STON/O 2. 3101292,7.925,NaN,S
797,1,3,"Osman, Mrs. Mara",female,31.0,0,0,349244,8.6833,NaN,S
408,0,2,"Richards, Master. George Sibley",male,3.0,1,1,29106,18.75,NaN,S
537,0,1,"Butt, Major. Archibald Willingham",male,45.0,0,0,113050,26.55,B38,S
825,0,3,"Flynn, Mr. John",male,28.0,0,0,368323,6.95,NaN,Q
857,1,1,"Daly, Mr. Peter Denis",male,51.0,0,0,113055,26.55,E17,S
78,0,3,"Moutal, Mr. Rahamin Haim",male,28.0,0,0,C 17369,7.2292,,C
135,0,2,"Richard, Mr. Emile",male,23.0,0,0,SC/PARIS 2133,15.0458,NaN,C
303,0,3,"Johnson, Mr. William Cahoone Jr",male,19.0,0,0,LINE,0.0,NaN,S
584,0,2,"Jarvis, Mr. John Denzil",male,47.0,0,0,237565,15.0,nan,S
545,0,1,"Douglas, Mr. Walter Donald",male,50.0,1,0,PC 17761,106.425,C86,C
855,0,3,"Aks, Mrs. Sam (Leah Rosen)",female,18.0,0,1,392091,9.35,NaN,S
523,0,3,"Vovk, Mr. Janko",male,22.0,0,0,349252,7.8958,NaN,S
163,0,3,"Bengtsson, Mr. John Viktor",male,26.0,0,0,347068,7.775,nan,S
264,0,1,"Harrison, Mr. William",male,40.0,0,0,112059,0.0,B94,S
415,1,3,"Sundman, Mr. Johan Julian",male,44.0,0,0,STON/O 2. 3101269,7.925,nan,S
632,0,3,"Lundberg, Mr. Johan Svensson",male,51.0,0,0,347743,7.0542,NaN,S
206,0,3,"Strom, Miss. Telma Matilda",female,2.0,0,1,347054,10.4625,NaN,S
53,1,1,"Harper, Mrs. Henry Sleeper (Myna Haxtun)",female,49.0,1,0,PC 17572,76.7292,D33,C
205,0,3,"Strom, Miss. Telma Matilda",female,2.0,0,1,347054,10.4625,nan,S
293,0,2,"Levy, Mr. Rene Jacques",male,36.0,0,0,SC/Paris 2163,12.875,D,C
335,0,1,"Maguire, Mr. John Edward",male,30.0,0,0,110469,26.0,C106,S
782,0,1,"Ward, Miss. Anna",female,35.0,0,0,PC 17755,512.3292,B57 B59 B63 B66,C
569,0,3,"Johnston, Mr. Andrew G",male,22.0,1,2,W./C. 6607,23.45,NaN,S
884,0,3,"Sutehall, Mr. Henry Jr",male,25.0,0,0,SOTON/OQ 392076,7.05,NaN,S
464,0,2,"Milling, Mr. Jacob Christian",male,48.0,0,0,234360,13.0,NaN,S
176,0,3,"Klasen, Mr. Laban Bengtsson",male,18.0,1,1,350404,7.8542,NaN,S
60,0,3,"Sage, Mr. Frederick",male,NaN,8,2,CA. 2343,69.55,NaN,S
570,1,2,"Harris, Mr. George",male,62.0,0,0,S.W./PP 752,10.5,NaN,S
37,1,3,"Mamee, Mr. Hanna",male,30.0,0,0,2677,7.2292,,C
822,1,3,"Lulic, Mr. Nikola",male,27.0,0,0,315098,8.6625,None,S
347,1,3,"Davie, Miss. Agnes B",female,18.0,0,0,386525,16.1,NaN,S
255,0,3,"Touma, Mrs. Darwis (Hanne Youssef Razi)",female,29.0,0,2,2650,15.2458,NaN,C
678,0,3,"Skoog, Miss. Margit Elizabeth",female,2.0,3,2,347088,27.9,NaN,S
33,0,2,"Wheadon, Mr. Edward H",male,66.0,0,0,C.A.24579,10.5,NaN,S
39,0,3,"Vander Planke, Mr. Leo Edmondus",male,16.0,2,0,345764,18.0,,S
534,1,3,"Peter, Master. Michael J",male,0.83,1,1,2668,22.3583,NaN,C
252,0,3,"Strom, Mrs. Wilhelm (Elna Matilda Persson)",female,29.0,1,1,347054,10.4625,NaN,S
752,1,3,"Moor, Master. Meier",male,6.0,0,1,392096,12.475,E121,S
40,1,3,"Nicola-Yarred, Miss. Jamila",female,14.0,1,0,2651,11.2417,NaN,C
416,0,3,"Sundman, Mr. Johan Julian",male,44.0,0,0,STON/O 2. 3101269,7.925,NaN,S
331,0,3,"McCoy, Mr. Bernard",male,20.0,2,0,367226,23.25,,Q
232,0,3,"Emir, Mr. Farred Chehab",male,26.0,0,0,2699,18.7875,NaN,C
626,0,3,"Farrell, Mr. James",male,40.5,0,0,367232,7.75,NaN,Q
547,1,2,"Beane, Mr. Edward",male,32.0,1,0,2908,26.0,NaN,S
301,1,3,"Kelly, Mr. James",male,34.5,0,0,330911,7.8292,NaN,Q
46,0,3,"Lennon, Mr. Denis",male,0.83,1,2,370371,15.5,NaN,Q
379,0,3,"Betros, Mr. Tannous",male,20.0,0,0,2648,4.0125,NaN,C
275,1,1,"Andrews, Miss. Kornelia Theodosia",female,63.0,1,0,13502,77.9583,D7,S
852,0,3,"Svensson, Mr. Johan",male,74.0,0,0,347060,7.775,NaN,S
135,0,2,"Richard, Mr. Emile",male,23.0,0,0,SC/PARIS 2133,15.0458,?,C
229,0,2,"Fahlstrom, Mr. Arne Jonas",male,18.0,0,0,236171,13.0,nan,S
372,0,3,"Wiklund, Mr. Jakob Alfred",male,18.0,1,0,3101267,6.4958,NaN,S
117,0,3,"Connors, Mr. Patrick",male,70.5,0,0,370369,7.75,NaN,Q
818,0,3,"Holm, Mr. John Fredrik Alexander",male,43.0,0,0,C 7075,6.45,NaN,S
496,0,3,"Yousseff, Mr. Gerious",male,45.0,0,0,2627,14.4583,NaN,C
374,0,3,"Palsson, Miss. Stina Viola",female,3.0,3,1,349909,21.075,NaN,S
114,0,3,"Jussila, Miss. Katriina",female,20.0,1,0,4136,9.825,NaN,S
582,0,3,"Rice, Master. Eugene",male,2.0,4,1,382652,29.125,,Q
610,0,3,"Andersson, Miss. Ebba Iris Alfrida",female,6,4,2,347082,31.275,NaN,S
293,0,2,"Levy, Mr. Rene Jacques",male,36.0,0,0,SC/Paris 2163,12.875,D,C
241,0,3,"Zabour, Miss. Thamine",female,22.0,1,0,2665,14.4542,NaN,C
255,1,3,"Toufik, Master. Nakli",male,3.0,3,2,2650,15.2458,NaN,C
704,0,3,"Gallagher, Mr. Martin",male,25.0,0,0,36864,7.7417,NaN,Q
879,0,3,"Laleff, Mr. Kristo",male,23.0,0,0,A/5 21173,7.25,NaN,S
138,0,3,"Osen, Mr. Olaf Elon",male,16.0,0,0,7534,9.2167,NaN,S
446,1,1,"Dodge, Master. Washington",male,4.0,0,2,WE/P 5735,71.0,C22 C26,S
833,0,3,"Saad, Mr. Amin",male,25.0,0,0,2671,7.2292,NaN,C
746,0,3,"Abbott, Mr. Rossmore Edward",male,16.0,1,1,C.A. 2673,20.25,NaN,S
388,0,2,"Buss, Miss. Kate",female,36.0,0,0,27849,13.0,NaN,S
631,1,1,"Barkworth, Mr. Algernon Henry Wilson",male,80.0,0,0,27042,30.0,A23,S
496,0,3,"Yousseff, Mr. Gerious",male,45.0,0,0,2627,14.4583,NaN,C
500,0,2,"Davies, Master. John Morgan Jr",male,8.0,1,1,C.A. 33112,36.75,NaN,S
736,0,3,"Ford, Mr. William Neal",male,16.0,1,3,W./C. 6608,34.375,NaN,S
258,1,1,"Ward, Miss. Anna",female,35.0,0,0,PC 17755,512.3292,NA,C
838,0,3,"Sirota, Mr. Maurice",male,19.0,0,0,392092,8.05,NaN,S
727,1,2,"Renouf, Mr. Peter Henry",male,34.0,1,0,SC-Rev 2543,26.0,NaN,S
206,0,3,"Strom, Miss. Telma Matilda",female,2.0,0,1,347054,10.4625,NaN,S
255,1,3,"Toufik, Master. Nakli",male,3.0,3,2,2641,15.2458,NaN,C
682,1,1,"Hassab, Mr. Hammad",male,27.0,0,0,PC 17572,76.7292,D49,C
7,0,1,"McCarthy, Mr. Timothy J",male,54.0,0,0,17463,51.8625,E46,S
271,0,3,"Tornquist, Mr. William Henry",male,25.0,0,0,LINE,0.0,NaN,S
351,0,3,"Odahl, Mr. Nils Martin",male,23.0,0,0,STON/O 2. 3101280,7.925,nan,S
248,1,2,"Hamalainen, Mrs. William (Anna)",female,24.0,0,2,250649,14.5,NaN,S
481,0,2,"Frost, Mr. Anthony Wood ""Archie""",male,37.0,0,0,239854,0.0,NaN,S
790,0,1,"Guggenheim, Mr. Benjamin",male,46.0,0,0,PC 17593,79.2,B82 B84,C
746,0,3,"""Abbott, Mr. Rossmore Edward""",male,16.0,1,1,C.A. 2673,20.25,nan,S
672,0,2,"Giles, Mr. Frederick Edward",male,21.0,1,0,28133,11.5,NaN,S
201,0,3,"Sage, Mr. Frederick",male,NaN,8,2,CA. 2343,69.55,NaN,S
354,0,3,"Arnold-Franchi, Mrs. Josef (Josefine Franchi)",female,18.0,1,0,349237,17.8,NaN,S
500,0,3,"Svendsen, Mr. Johan",male,16.0,0,0,350406,7.8542,NaN,S
337,1,1,"Burns, Miss. Elizabeth Margaret",female,41.0,0,0,PC 17760,135.6333,C99,S
53,1,1,"Harper, Mrs. Henry Sleeper (Myna Haxtun)",female,49.0,1,0,PC 17572,76.7292,D33,C
320,0,3,"Palsson, Master. Gosta Leonard",male,2.0,3,1,349909,21.075,NaN,S
234,1,3,"Asplund, Miss. Lillian Gertrud",female,5.0,4,2,347077,31.3875,NaN,S
133,0,3,"Palsson, Master. Gosta Leonard",male,2.0,3,1,349909,21.075,NaN,S
747,0,3,"O'Brien, Mr. Timothy",male,28.0,2,1,370365,15.5,NaN,Q
128,1,3,"Madsen, Mr. Fridtjof Arne",male,24.0,0,0,C 17369,7.1417,NaN,S
729,0,2,"Bryhl, Mr. Kurt Arnold Gottfrid",male,25.0,1,0,236853,26.0,NaN,S
234,1,3,"Asplund, Miss. Lillian Gertrud",female,5.0,4,2,347077,31.3875,NaN,S
337,1,1,"Burns, Miss. Elizabeth Margaret",female,41.0,0,0,16966,134.5,E40,C
383,0,3,"Tikkanen, Mr. Juho",male,32.0,0,0,STON/O 2. 3101293,7.925,NaN,S
436,1,1,"Carter, Miss. Lucile Polk",female,14.0,1,2,113760,120.0,B96 B98,S
208,1,3,"Albimona, Mr. Nassef Cassem",male,26.0,0,0,2699,18.7875,NaN,C
193,1,3,"Navratil, Master. Michel M",male,3.0,1,1,230080,26.0,F2,S
726,0,3,"Oreskovic, Miss. Marija",female,20.0,0,0,315096,8.6625,NaN,S
751,1,2,"Wells, Miss. Joan",female,4.0,1,1,W./C. 6607,23.45,NaN,S
