prefix,suffix,response
"Age = 51, WorkClass = Self-emp-not-inc, Education = Bachelors, EducationNum = 13, MaritalStatus = Married-civ-spouse, Occupation = Sales, Relationship = Husband, Race = Asian-Pac-Islander, Gender = Male, CapitalGain = 0, CapitalLoss = 2415, HoursPerWeek = 40, NativeCountry = China, Income = >50K",fnlwgt = 160724,fnlwgt = 120939
"Age = 50, WorkClass = Private, Education = Assoc-acdm, EducationNum = 12, MaritalStatus = Divorced, Occupation = Craft-repair, Relationship = Not-in-family, Race = White, Gender = Male, CapitalGain = 0, CapitalLoss = 0, HoursPerWeek = 40, NativeCountry = United-States, Income = <=50K",fnlwgt = 200618,fnlwgt = 166538
"Age = 44, WorkClass = Self-emp-inc, Education = Some-college, EducationNum = 10, MaritalStatus = Married-civ-spouse, Occupation = Sales, Relationship = Husband, Race = White, Gender = Male, CapitalGain = 5178, CapitalLoss = 0, HoursPerWeek = 60, NativeCountry = United-States, Income = >50K",fnlwgt = 320984,fnlwgt = 126701
"Age = 57, WorkClass = Private, Education = HS-grad, EducationNum = 9, MaritalStatus = Married-civ-spouse, Occupation = Machine-op-inspct, Relationship = Husband, Race = White, Gender = Male, CapitalGain = 0, CapitalLoss = 0, HoursPerWeek = 40, NativeCountry = United-States, Income = <=50K",fnlwgt = 120302,fnlwgt = 212448
"Age = 39, WorkClass = Private, Education = Prof-school, EducationNum = 15, MaritalStatus = Married-civ-spouse, Occupation = Prof-specialty, Relationship = Wife, Race = White, Gender = Female, CapitalGain = 7688, CapitalLoss = 0, HoursPerWeek = 60, NativeCountry = United-States, Income = >50K",fnlwgt = 85319,fnlwgt = 395981
"Age = 46, WorkClass = Self-emp-not-inc, Education = Masters, EducationNum = 14, MaritalStatus = Married-civ-spouse, Occupation = Exec-managerial, Relationship = Husband, Race = White, Gender = Male, CapitalGain = 0, CapitalLoss = 0, HoursPerWeek = 50, NativeCountry = United-States, Income = >50K",fnlwgt = 119944,fnlwgt = 166459
"Age = 55, WorkClass = Private, Education = HS-grad, EducationNum = 9, MaritalStatus = Married-civ-spouse, Occupation = Transport-moving, Relationship = Husband, Race = White, Gender = Male, CapitalGain = 0, CapitalLoss = 0, HoursPerWeek = 65, NativeCountry = United-States, Income = <=50K",fnlwgt = 204751,fnlwgt = 159383
"Age = 18, WorkClass = ?, Education = HS-grad, EducationNum = 9, MaritalStatus = Never-married, Occupation = ?, Relationship = Own-child, Race = White, Gender = Female, CapitalGain = 0, CapitalLoss = 0, HoursPerWeek = 35, NativeCountry = United-States, Income = <=50K",fnlwgt = 202516,fnlwgt = 29339
"Age = 39, WorkClass = Federal-gov, Education = Prof-school, EducationNum = 15, MaritalStatus = Married-civ-spouse, Occupation = Prof-specialty, Relationship = Husband, Race = White, Gender = Male, CapitalGain = 0, CapitalLoss = 1887, HoursPerWeek = 50, NativeCountry = United-States, Income = >50K",fnlwgt = 376455,fnlwgt = 188793
"Age = 34, WorkClass = Private, Education = HS-grad, EducationNum = 9, MaritalStatus = Married-civ-spouse, Occupation = Sales, Relationship = Husband, Race = White, Gender = Male, CapitalGain = 0, CapitalLoss = 0, HoursPerWeek = 70, NativeCountry = United-States, Income = <=50K",fnlwgt = 111415,fnlwgt = 341204
"Age = 35, WorkClass = Private, Education = Bachelors, EducationNum = 13, MaritalStatus = Never-married, Occupation = Adm-clerical, Relationship = Other-relative, Race = White, Gender = Male, CapitalGain = 0, CapitalLoss = 0, HoursPerWeek = 40, NativeCountry = United-States, Income = <=50K",fnlwgt = 336793,fnlwgt = 198202
"Age = 48, WorkClass = Private, Education = Bachelors, EducationNum = 13, MaritalStatus = Married-civ-spouse, Occupation = Tech-support, Relationship = Husband, Race = Asian-Pac-Islander, Gender = Male, CapitalGain = 0, CapitalLoss = 0, HoursPerWeek = 45, NativeCountry = Philippines, Income = >50K",fnlwgt = 307440,fnlwgt = 243857
"Age = 56, WorkClass = Private, Education = HS-grad, EducationNum = 9, MaritalStatus = Married-civ-spouse, Occupation = Transport-moving, Relationship = Husband, Race = Asian-Pac-Islander, Gender = Male, CapitalGain = 0, CapitalLoss = 0, HoursPerWeek = 45, NativeCountry = United-States, Income = <=50K",fnlwgt = 91262,fnlwgt = 216851
"Age = 20, WorkClass = ?, Education = Some-college, EducationNum = 10, MaritalStatus = Never-married, Occupation = ?, Relationship = Own-child, Race = White, Gender = Female, CapitalGain = 0, CapitalLoss = 0, HoursPerWeek = 35, NativeCountry = United-States, Income = <=50K",fnlwgt = 307149,fnlwgt = 356689
"Age = 37, WorkClass = Private, Education = HS-grad, EducationNum = 9, MaritalStatus = Married-civ-spouse, Occupation = Craft-repair, Relationship = Husband, Race = White, Gender = Male, CapitalGain = 0, CapitalLoss = 0, HoursPerWeek = 72, NativeCountry = Mexico, Income = <=50K",fnlwgt = 328466,fnlwgt = 34146
"Age = 44, WorkClass = Self-emp-inc, Education = Some-college, EducationNum = 10, MaritalStatus = Married-civ-spouse, Occupation = Exec-managerial, Relationship = Husband, Race = White, Gender = Male, CapitalGain = 7688, CapitalLoss = 0, HoursPerWeek = 45, NativeCountry = United-States, Income = >50K",fnlwgt = 56651,fnlwgt = 289017
"Age = 36, WorkClass = Self-emp-not-inc, Education = Assoc-voc, EducationNum = 11, MaritalStatus = Married-civ-spouse, Occupation = Farming-fishing, Relationship = Husband, Race = White, Gender = Male, CapitalGain = 0, CapitalLoss = 0, HoursPerWeek = 60, NativeCountry = United-States, Income = >50K",fnlwgt = 147258,fnlwgt = 216711
"Age = 33, WorkClass = Private, Education = HS-grad, EducationNum = 9, MaritalStatus = Married-civ-spouse, Occupation = Craft-repair, Relationship = Husband, Race = White, Gender = Male, CapitalGain = 0, CapitalLoss = 0, HoursPerWeek = 40, NativeCountry = United-States, Income = <=50K",fnlwgt = 339482,fnlwgt = 251120
"Age = 51, WorkClass = Private, Education = Some-college, EducationNum = 10, MaritalStatus = Divorced, Occupation = Handlers-cleaners, Relationship = Not-in-family, Race = White, Gender = Female, CapitalGain = 0, CapitalLoss = 0, HoursPerWeek = 40, NativeCountry = Ireland, Income = <=50K",fnlwgt = 169364,fnlwgt = 108435
"Age = 42, WorkClass = Self-emp-not-inc, Education = Bachelors, EducationNum = 13, MaritalStatus = Married-civ-spouse, Occupation = Exec-managerial, Relationship = Husband, Race = White, Gender = Male, CapitalGain = 0, CapitalLoss = 0, HoursPerWeek = 60, NativeCountry = United-States, Income = >50K",fnlwgt = 101593,fnlwgt = 159449
"Age = 55, WorkClass = Private, Education = Masters, EducationNum = 14, MaritalStatus = Never-married, Occupation = Prof-specialty, Relationship = Other-relative, Race = Asian-Pac-Islander, Gender = Female, CapitalGain = 0, CapitalLoss = 0, HoursPerWeek = 40, NativeCountry = Thailand, Income = <=50K",fnlwgt = 119751,fnlwgt = 143652
"Age = 37, WorkClass = Private, Education = Some-college, EducationNum = 10, MaritalStatus = Divorced, Occupation = Other-service, Relationship = Not-in-family, Race = White, Gender = Male, CapitalGain = 0, CapitalLoss = 0, HoursPerWeek = 47, NativeCountry = United-States, Income = <=50K",fnlwgt = 295127,fnlwgt = 188942
"Age = 39, WorkClass = Private, Education = Masters, EducationNum = 14, MaritalStatus = Married-civ-spouse, Occupation = Exec-managerial, Relationship = Husband, Race = Asian-Pac-Islander, Gender = Male, CapitalGain = 15024, CapitalLoss = 0, HoursPerWeek = 40, NativeCountry = United-States, Income = >50K",fnlwgt = 79331,fnlwgt = 245487
"Age = 43, WorkClass = Private, Education = Masters, EducationNum = 14, MaritalStatus = Divorced, Occupation = Other-service, Relationship = Unmarried, Race = White, Gender = Female, CapitalGain = 0, CapitalLoss = 0, HoursPerWeek = 40, NativeCountry = United-States, Income = <=50K",fnlwgt = 197810,fnlwgt = 201723
"Age = 41, WorkClass = Self-emp-not-inc, Education = Some-college, EducationNum = 10, MaritalStatus = Married-civ-spouse, Occupation = Sales, Relationship = Husband, Race = White, Gender = Male, CapitalGain = 0, CapitalLoss = 0, HoursPerWeek = 40, NativeCountry = United-States, Income = <=50K",fnlwgt = 251305,fnlwgt = 292570
"Age = 46, WorkClass = Private, Education = HS-grad, EducationNum = 9, MaritalStatus = Married-civ-spouse, Occupation = Adm-clerical, Relationship = Wife, Race = White, Gender = Female, CapitalGain = 0, CapitalLoss = 0, HoursPerWeek = 40, NativeCountry = United-States, Income = <=50K",fnlwgt = 192768,fnlwgt = 328216
"Age = 61, WorkClass = Private, Education = HS-grad, EducationNum = 9, MaritalStatus = Widowed, Occupation = Exec-managerial, Relationship = Not-in-family, Race = White, Gender = Female, CapitalGain = 0, CapitalLoss = 0, HoursPerWeek = 40, NativeCountry = United-States, Income = <=50K",fnlwgt = 231183,fnlwgt = 195914
