PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
422,0,3,"""Charters, Mr. David""",male,21.0,0,0,A/5. 13032,7.7333,NaN,Q
346,1,2,"""Brown, Miss. Amelia 'Mildred'""",female,24,0,0,"""248733""",13.0,F33,S
328,1,2,"""Ball, Mrs. Ada E. Hall""",female,36,0,0,"""28551""",13.0,D,S
104,0,3,"""Johansson, Mr. Gustaf Joel""",male,33,0,0,"""7540""",8.6542,"""""","""S"""
465,0,3,"""Goncalves, Mr. Manuel Estanslas""",male,38,0,0,SOTON/O.Q. 3101306,7.05,NaN,S
335,0,3,"""Mr. William Henry Tornquist""",male,25,0,0,"""LINE""",0.0,"""""",S
322,0,3,"""Danoff, Mr. Yoto""",male,27.0,0,0,"""349219""",7.8958,"""""",S
346,1,2,"'Brown, Miss. Amelia'",'female',24.0,0,0,'248733',13.0,'','S'
243,1,2,"""Collyer, Mrs. Harvey (Charlotte Annie Tate)""",female,31,1,1,"""C.A. 31921""",26.25,"""""",S
328,1,2,"""Ball, Mrs. (Ada E Hall)""",female,36.0,0,0,"""28551""",13.0,D,S
512,0,3,"""Smith, Mr. John""",male,24,0,0,A/5 21171,7.25,NaN,S
328,1,2,"""Ball, Mrs. (Ada E Hall)""",female,36,0,0,"""28551""",13.0,D,S
253,0,3,"""Lobb, Mr. William Arthur""",male,30.0,1,0,"""A/5. 3336""",16.1,"""""",S
244,0,3,"""Sawyer, Mr. Frederick Charles""",male,24.5,0,0,"""330932""",7.8542,"""""",S
342,1,2,"""Collander, Mr. Erik Gustaf""",male,28.0,0,0,248740,13.0,NaN,S
102,0,3,"""Petroff, Mr. Pastcho""",male,29,0,0,"""349215""",7.8958,"""""",S
342,1,2,"""Collander, Miss. Alma Cornelia""",female,28,0,0,"""248740""",13.0,"""""",S
364,0,3,"""Asim, Mr. Adola""",male,35,0,0,SOTON/O.Q. 3101310,7.05,"""""",S
389,0,3,"""O'Brien, Mr. Timothy""",male,21.0,0,0,330932,7.8292,"""""",Q
371,1,3,"""McCoy, Miss. Agnes""",female,28.0,2,0,367226,23.25,"""""",Q
352,0,3,"'Odahl, Mr. Nils Martin'",'male',23,0,0,'7267',9.225,'','S'
324,1,2,"""Harper, Miss. Annie Jessie""",female,6,0,1,248727,33.0,"""""",S
305,1,3,"""Williams, Mr. Charles Eugene""",male,NaN,0,0,"""376566""",16.1,NaN,S
315,0,2,"""Lahtinen, Mrs. William (Anna Sylfven)""",female,26,1,1,250651,26.0,"""""",S
517,1,2,"""Lemore, Mrs. (Amelia Milley)""",female,34,0,0,34218,10.5,F33,S
428,0,3,"""Dooley, Mr. Patrick""",male,32.0,0,0,"""370376""",7.75,"""""",Q
346,1,2,"""Brown, Miss. Amelia""",female,24,0,0,"""248733""",13,"""""","""S"""
24,1,1,"""Sloper, Mr. William Thompson""",male,28.0,0,0,113788,35.5,A6,S
124,1,2,"""Webber, Miss. Susan""",female,32.5,0,0,"""27267""",13.0,"""E101""",S
316,1,2,"""Kantor, Mrs. Sinai (Miriam Sternin)""",female,24,1,0,244367,26.0,"""""",S
321,0,3,"""Dennis, Mr. Samuel""",male,22.0,0,0,A/5 21172,7.25,NaN,S
354,0,3,"""Yousif, Mr. Wazli""",male,23.0,0,0,"""2647""",7.2250,NaN,C
389,0,3,"""Miss. Augusta Maria Vander Planke""",female,18,2,0,"""345764""",18.0,"""""",S
145,0,2,"""Andrew, Mr. Edgardo Samuel""",male,18,0,0,"""231945""",11.50,"""""",S
318,1,2,"""Morley, Miss. Gertrude""",female,27.0,0,0,"""250655""",26.0,"""""",S
306,0,3,"""Drazenoic, Mr. Jozef""",male,33.0,0,0,"""349240""",7.8958,NaN,C
289,1,2,"""Hosono, Mr. Masabumi""",male,42.0,0,0,"""237798""",13.0,"""""",S
234,0,2,"""Leyson, Mr. Robert William Norman""",male,24.0,0,0,C.A. 29566,10.5,"""""",S
47,0,3,"""Lennon, Mr. Denis""",male,20.0,1,0,"""370371""",7.75,"""""",Q
264,0,1,"""Harrison, Mr. William""",male,40,0,0,"""112059""",0,B94,S
573,1,1,"""Flynn, Mr. John Irwin (""Irving"")""",male,36.0,0,0,PC 17474,26.3875,E25,S
274,0,1,"""Meyer, Mr. Edgar Joseph""",male,28.0,0,0,"""PC 17604""",82.1708,NaN,C
329,1,2,"""Ball, Mrs. (Ada E Hall)""",female,36,0,0,28551,13.0,D,S
372,0,3,"""Wiklund, Mr. Jakob Alfred""",male,18,1,0,"""3101267""",6.4958,"""""",S
436,1,1,"""Carter, Miss. Lucile Polk""",female,14.0,1,2,113760,120.0,B96 B98,S
243,0,3,"""Mr. Robert J Knight""",male,21,0,0,A/5 21175,7.25,NaN,S
101,0,3,"""Petranec, Miss. Matilda""",female,28.0,0,0,"""349245""",7.8958,"""""",S
524,1,1,"""Fortune, Miss. Alice Elizabeth""",female,24.0,0,2,19950,263.0,C23 C25 C27,S
384,0,3,"""Johnston, Miss. Catherine Helen""",female,NaN,1,2,W./C. 6607,23.45,NaN,S
248,1,2,"""Hamalainen, Mrs. William (Anna)""",female,24,0,2,250649,14.5,"""""",S
267,0,3,"""Panula, Mr. Ernesti Arvid""",male,16,4,1,"""3101295""",39.6875,"""""",S
512,0,3,"""Smith, Mr. John""",male,29,0,0,"""A/5 21171""",7.25,"""""",S
315,0,2,"""Hart, Miss. Eva Miriam""",female,7,0,2,"""F.C.C. 13529""",26.25,"""""",S
248,1,2,"""Hamalainen, Mrs. William (Anna)""",female,24.0,0,2,250649,14.5,"""""",S
439,0,2,"""Kvillner, Mr. Johan Henrik Johannesson""",male,31.0,0,0,C.A. 18723,10.5,"""""",S
47,1,3,"""Baclini, Miss. Helene Barbara""",female,0.75,2,1,"""2666""",19.2583,"""""","""C"""
59,0,3,"""Novel, Mr. Mansouer""",male,28.5,0,0,"""2697""",7.2292,"""""",C
201,0,3,"""Vande Walle, Mr. Nestor Cyriel""",male,28.0,0,0,"""345770""",9.5,"""""",S
382,1,3,"""Nakid, Miss. Maria ('Mary')""",female,1.0,0,2,2653,15.7417,None,C
327,1,3,"""Niskanen, Mr. Juha""",male,39,0,0,STON/O 2. 3101284,7.925,NaN,S
321,0,3,"""Dennis, Mr. Samuel""",male,22.0,0,0,A/5 21172,7.25,"""""",S
232,0,3,"""Nelson, Mr. Johan Werner""",male,61.0,0,0,"""347060""",7.775,"""""",S
573,1,3,"""Kelly, Miss. Mary""",female,22.0,0,0,"""14311""",7.75,"""""",Q
259,1,1,"""Ward, Miss. Anna""",female,35,0,0,"""PC 17755""",512.3292,B28,C
437,0,3,"""Ford, Mr. William Neal""",male,16.0,1,3,"""W./C. 6608""",34.375,NA,S
347,1,2,"""Smith, Miss. Marion Elsie""",female,40.0,0,0,31418,13.0,"""""",S
392,0,3,"""Gustafsson, Mr. Johan Birger""",male,28.0,2,0,3101277,7.925,NaN,S
342,1,2,"""Collander, Mr. Erik Gustaf""",male,28.0,0,0,"""248740""",13.0,"""""","""S"""
104,0,3,"""Johansson, Mr. Gustaf Joel""",male,33,0,0,7540,8.6542,"""""",S
389,0,3,"""Miss. Augusta Maria Vander Planke""",female,18.0,2,0,"""345764""",18.0,"""""",S
348,1,3,"""Davison, Mrs. Thomas Henry (Mary E Finck)""",female,34,1,0,386525,16.1,null,S
183,0,3,"""Williams, Mr. Charles Eugene""",male,23.0,0,0,"""244373""",13.0,"""""",S
381,1,3,"""Nakid, Miss. Maria ('Mary')""",female,1.0,0,2,2653,15.7417,"""""",C
201,0,3,"""Vander Planke, Mr. Leo Edmondus""",male,16.0,2,0,"""345764""",18.0,"""""",S
413,0,3,"""Pettersson, Miss. Ellen Natalia""",female,18,0,0,"""347087""",7.775,"""""",S
231,1,3,"""Smith, Miss. Anna""",female,22.0,0,0,"""330919""",7.8542,"""""",S
587,1,2,"""Frolicher-Stehli, Mr. Maxmillian""",male,32.0,1,0,"""13567""",26.3875,E101,S
183,0,3,"""Asplund, Master. Clarence Gustaf Hugo""",male,9,4,2,"""347077""",31.3875,"""""",S
345,1,2,"""Brown, Miss. Amelia""",female,24.0,0,0,"""248733""",13.0,F33,S
584,0,3,"""Paulner, Mr. Uscher""",male,16.0,0,0,"""3411""",8.7125,"""""",C
278,1,1,"""Lurette, Miss. Elise""",female,58.0,0,0,PC 17569,146.5208,B80,C
267,0,3,"""Persson, Mr. Ernst Ulrik""",male,25,1,0,"""347083""",7.775,NaN,S
164,0,3,"""Cribb, Mr. John Hatfield""",male,44,0,1,"""371362""",16.1,"""""",S
583,0,3,"""Davies, Mr. Alfred J""",male,24,2,0,"""A/5. 2151""",8.05,NaN,S
138,0,1,"""Futrelle, Mr. Jacques Heath""",male,37.0,1,0,PC 17599,53.1,C123,S
482,0,2,"""Frost, Mr. Anthony Wood""",male,NaN,0,0,239854,0.0,NaN,S
147,1,3,"""Andersson, Mr. August Edvard""",male,27,0,0,"""350043""",7.7958,"""""",S
531,1,2,"""Quick, Miss. Phyllis May""",female,2.0,1,1,26360,26.0,"""""",S
201,0,3,"""Vande Walle, Mr. Nestor Cyriel""",male,28.0,0,0,"""345770""",9.50,"""""","""S"""
573,1,1,"""Potter, Mrs. Thomas Jr (Lily Alexenia Wilson)""",female,56.0,0,0,11767,83.1583,C101,C
179,0,2,"""Leonard, Mr. Lionel""",male,36.0,0,0,23534,10.5,B94,S
573,1,1,"""Flynn, Mr. John Irwin""",male,36.0,0,0,PC 17474,26.3875,E25,S
231,1,3,"""Smith, Miss. Emily""",female,18.0,0,0,349214,7.8958,NaN,S
372,0,3,"""Wiklund, Mr. Jakob Alfred""",male,18,1,0,"""3101267""",6.4958,"""""",S
23,1,3,"""McGowan, Miss. Anna 'Annie'""",female,15.0,0,0,330923,8.0292,null,Q
327,0,3,"""Nysveen, Mr. Johan Hansen""",male,61.0,0,0,345364,6.2375,None,S
527,0,3,"""Farrell, Mr. James""",male,40.5,0,0,"""367232""",7.75,"""""",Q
484,1,3,"""Turkula, Mrs. (Hedwig)""",female,63,0,0,4134,9.5875,NaN,S
102,0,3,"""Petroff, Mr. Pastcho ('Pentcho')""",male,NaN,0,0,349215,7.8958,NaN,S
246,0,3,"""Lindahl, Miss. Agda Thorilda Viktoria""",female,25.0,0,0,"""347071""",7.775,"""""",S
372,0,3,"""Wiklund, Mr. Karl Johan""",male,21.0,1,0,"""3101266""",6.4958,"""""",S
312,1,2,"""Ryerson, Miss. Emily Borie""",female,18,2,1,"""PC 17608""",262.375,B57 B59 B63 B66,C
347,1,2,"Smith, John",male,29,0,0,248698,13.0,D56,S
349,1,3,"""Coutts, Master. William Loch 'William'""",male,3,1,1,C.A. 37671,15.9,null,S
508,0,3,"""Olsen, Mr. Henry Margido""",male,28.0,0,0,"""C 4001""",22.525,"""""","""S"""
338,1,2,"""Burns, Miss. Elizabeth Margaret""",female,41,0,0,248733,13.0,F33,S
372,1,3,"""Miss. Mary Connolly""",female,22,0,0,330972,7.75,NaN,Q
321,0,3,"""Dennis, Mr. Samuel""",male,22.0,0,0,"""A/5 21172""",7.25,"""""",S
241,0,3,"""Zabour, Miss. Thamine""",female,19.0,1,0,"""2665""",14.4542,"""""",C
547,0,2,"""Beane, Mr. Edward""",male,32.0,1,0,2908,26.0,"""""",S
435,0,3,"""Ford, Miss. Doolina Margaret""",female,21.0,2,2,"""W./C. 6608""",34.375,"""""",S
327,1,2,"""Ball, Mrs. (Ada E Hall)""",female,36,0,0,28551,13.0,D,S
375,0,3,"""Ford, Mr. William Neal""",male,16.0,1,3,"""W./C. 6608""",34.375,NaN,S
187,1,3,"""O'Brien, Mrs. Thomas (Johanna 'Hannah' Godfrey)""",female,26,1,0,370365,15.5,NaN,Q
346,1,2,"""Smith, Miss. Marion""",female,24,0,0,243847,13.0,NaN,S
245,0,3,"""Gustafsson, Mr. Johan Birger""",male,28.0,2,0,"""3101277""",7.925,"""""",S
379,0,3,"""Betros, Mr. Tannous""",male,20.0,0,0,2648,4.0125,NaN,C
125,0,3,"""Nicola-Yarred, Master. Elias""",male,12,1,0,2651,11.2417,"""""",C
372,0,3,"""Wiklund, Mr. Jakob Alfred""",male,18,1,0,3101267,6.4958,"""""",S
748,0,3,"""Johnson, Mr. William Cahoone Jr""",male,19,0,0,"""LINE""",0,"""""",S
534,0,3,"""Sage, Mr. George John Jr""",male,NaN,8,2,"""CA. 2343""",69.55,NaN,S
89,1,1,"""Fortune, Miss. Mabel Helen""",female,23,3,2,19950,263.0000,C23 C25 C27,S
530,0,3,"""Olson, Mr. Oscar Wilhelm""",male,32.0,0,0,"""347054""",8.6625,"""""","""S"""
431,1,1,"""Bjornstrom-Steffansson, Mr. Mauritz Hakan""",male,28.0,0,0,110564,26.55,C52,S
254,0,2,"""Yrois, Miss. Henriette (Hurette)""",female,24,0,0,"""248747""",13.0,"""""",S
172,0,3,"""Johnson, Miss. Eleanor Ileen""",female,1.0,1,1,347742,11.1333,None,S
314,0,3,"""Hendekovic, Mr. Ignjac""",male,28.0,0,0,"""349243""",7.8958,"""""",S
64,0,3,"""Skoog, Master. Harald""",male,4.0,3,2,347088,27.9,"""""",S
92,0,3,"""Davies, Mr. Alfred J""",male,24,2,0,A/4 48873,8.05,null,S
329,1,2,"""Ball, Mrs. (Ada E Hall)""",female,36.0,0,0,28551,13.0,D,S
231,1,3,"""Jansson, Mr. Carl Olof""",male,21,0,0,350034,7.7958,NaN,S
345,0,3,"""Smith, Mr. John""",male,28.0,0,0,349212,7.8958,"""""",S
312,1,1,"""Ryerson, Miss. Emily Borie""",female,18,2,2,"""PC 17608""",262.375,B57 B59 B63 B66,C
27,0,3,"""Emir, Mr. Farred Chehab""",male,26.0,0,0,2631,7.225,NaN,C
393,0,3,"""Gustafsson, Mr. Johan Birger""",male,28.0,2,0,"""3101277""",7.925,"""""",S
483,0,3,"""Turkula, Mrs. (Hedwig)""",female,63.0,0,0,4134,9.5875,NaN,S
126,1,3,"""Nicola-Yarred, Master. Elias""",male,12.0,1,0,"""2651""",11.2417,"""""",C
326,1,1,"""Young, Miss. Marie Grice""",female,36.0,0,0,PC 17760,135.6333,C32,C
392,1,3,"""Niklasson, Mr. Samuel""",male,28.0,0,0,"""347465""",7.8542,"""""",S
361,0,3,"""Yousseff, Mr. Gerious""",male,26,0,0,"""2627""",14.4583,"""""","""C"""
358,0,2,"""Sobey, Mr. Samuel James Hayden""",male,25.0,0,0,"""C.A. 29178""",13.0,"""""",S
463,0,1,"""Gee, Mr. Arthur H""",male,47,0,0,111320,38.5,E63,S
123,0,3,"""Andersson, Mr. Johan Samuel""",male,26,0,0,"""347075""",7.775,"""""",S
351,0,3,"""Odahl, Mr. Nils Martin""",male,23,0,0,"""7267""",9.225,"""""",S
243,1,2,"""Collyer, Mrs. Harvey (Charlotte Annie Tate)""",female,31,1,1,C.A. 31921,26.25,,S
384,0,2,"""Hickman, Mr. Stanley George""",male,21.0,2,0,"""S.O.C. 14879""",73.5,NaN,S
245,0,3,"""Gustafsson, Mr. Karl Gideon""",male,19,0,0,347069,7.775,NaN,S
329,1,2,"""Slayter, Miss. Hilda Mary""",female,30.0,0,0,"""234818""",12.35,"""""",Q
587,1,2,"""Wells, Miss. Joan""",female,4,1,1,29103,23.0,NaN,S
356,0,3,"""Vanden Steen, Mr. Leo Peter""",male,28.0,0,0,345783,9.5000,"""""",S
305,0,3,"""Williams, Mr. Howard Hugh""",male,28.0,0,0,A/5 2466,8.05,"""""",S
259,1,2,"""Parrish, Mrs. (Lutie Davis)""",female,50,0,1,230433,26.0,NaN,S
446,1,1,"'Dodge, Master. Washington'",'male',4,0,2,'33638',81.8583,'A34','S'
351,0,3,"""Odahl, Mr. Nils Martin""",male,23,0,0,"""7267""",9.2250,"""""",S
331,1,1,"""Bowerman, Miss. Elsie Edith""",female,22.0,0,1,"""113505""",55.0,"""E33""","""S"""
523,0,3,"""Johnson, Mr. William Cahoone Jr""",male,19,0,0,"""LINE""",0,"""""",S
523,1,1,"""Hippach, Mrs. Louis Albert (Ida Sophia Fischer)""",female,44,0,1,111361,57.9792,B18,C
321,0,3,"""Dennis, Mr. Samuel""",male,22.0,0,0,A/5 21172,7.25,None,S
173,0,3,"""Andersson, Mr. Johan Samuel""",male,26,0,0,"""347080""",7.775,"""""","""S"""
438,1,2,"""Richards, Mrs. Sidney (Emily Hocking)""",female,24,2,3,29106,18.75,NaN,S
758,0,3,"""Carlsson, Mr. August Sigfrid""",male,28.0,0,0,"""350042""",7.7958,NaN,S
267,0,3,"""Panula, Mr. Ernesti Arvid""",male,16,4,1,"""3101295""",39.6875,"""""",S
715,0,2,"Greenberg, Mr. Samuel",male,52,0,0,250647,13.0,NaN,S
248,1,2,"""Hamalainen, Mrs. William (Anna)""",female,24,0,2,250649,14.5,"""""",S
332,0,1,"""Partner, Mr. Austen""",male,45.5,0,0,"""113043""",28.5,C124,S
891,0,3,"""Dooley, Mr. Patrick""",male,32.0,0,0,"""370376""",7.75,"""""",Q
732,0,3,"""Hassan, Mr. Houssein G N""",male,24.0,0,0,"""2695""",7.2292,"""""",C
178,0,1,"""Isham, Miss. Ann Elizabeth""",female,50,0,0,"""PC 17595""",28.7125,C49,C
315,1,2,"'Hart, Miss. Eva Miriam'",'female',7.0,0,2,'F.C.C. 13529',26.25,'','S'
241,0,3,"""Zabour, Miss. Thamine""",female,NaN,1,0,2665,14.4542,NaN,C
43,0,3,"Kraeff, Mr. Theodor",male,NaN,0,0,349253,7.8958,NaN,C
528,0,3,"""Farthing, Mr. John""",male,NaN,0,0,"""PC 17483""",221.7792,C95,S
309,0,2,"""Abelson, Mr. Samuel""",male,30,1,0,"""P/PP 3381""",24.0,"""""","""C"""
352,0,3,"""Odahl, Mr. Nils Martin""",male,23,0,0,"""7267""",9.225,"""""",S
42,1,2,"""Fahlstrom, Mrs. Arvid (Anna)""",female,38,1,0,236853,26.0,"""""",S
475,0,3,"""Strandberg, Miss. Ida Sofia""",female,22.0,0,0,7553,9.8375,NaN,S
347,0,2,"""Givard, Mr. Hans Kristensen""",male,30.0,0,0,250646,13.0,,S
231,1,3,"""Smith, Miss. Amelia""",female,23.0,0,0,"""347089""",7.775,"""""",S
396,0,3,"""Ford, Miss. Robina Maggie""",female,9.0,2,2,W./C. 6608,34.375,NaN,S
276,1,1,"Andrews, Miss. Kornelia Theodosia",female,63.0,1,0,13502,77.9583,D7,S
256,1,3,"""Staneff, Mr. Ivan""",male,23,0,0,"""349225""",7.8958,"""""",S
398,0,2,"""McKane, Mr. Peter David""",male,46,0,0,"""28403""",26.0,NaN,S
873,0,1,"""Carlsson, Mr. Frans Olof""",male,33.0,0,0,"""695""",5.0,B51 B53 B55,S
756,0,3,"""Carlsson, Mr. August Sigfrid""",male,28.0,0,0,350042,7.7958,"""""",S
243,0,2,"""Coleridge, Mr. Reginald Charles""",male,29.0,0,0,W./C. 14263,10.5,,S
534,0,3,"Skoog, Hjalmar",male,34.0,1,1,347088,27.9,NaN,S
264,0,1,"""Smith, Mr. John""",male,45.0,0,0,PC 17596,78.85,C93,S
648,0,2,"""Wilkinson, Mr. Frederick""",male,57,0,0,"""W.E.P. 5734""",10.5,E34,S
374,0,3,"""Mr. Karl Ivar Sven Berglund""",male,22,0,0,350042,7.7958,"""""",S
102,0,3,"""Petroff, Mr. Pastcho ('Pentcho')""",male,29,0,0,349215,7.8958,None,S
312,1,2,"""Ryerson, Miss. Emily Borie""",female,18,2,1,PC 17608,262.375,B57 B59 B63 B66,C
